duration,epoch,seed,test,train,grid
3.216585397720337,20.0,1.0,0.0149253731343283,0.0,wide
6.495979309082031,40.0,1.0,0.0,0.0,wide
9.94048309326172,60.0,1.0,0.3208955223880597,0.2222222222222222,wide
13.1832857131958,80.0,1.0,0.8134328358208955,0.8333333333333334,wide
16.485038995742798,100.0,1.0,0.0970149253731343,0.1111111111111111,wide
19.73791003227234,120.0,1.0,0.2985074626865671,0.2777777777777778,wide
23.07369899749756,140.0,1.0,0.2201492537313432,0.1666666666666666,wide
26.57936286926269,160.0,1.0,0.6007462686567164,0.5555555555555556,wide
29.88795781135559,180.0,1.0,0.2201492537313432,0.2777777777777778,wide
33.18940448760986,200.0,1.0,0.1380597014925373,0.1666666666666666,wide
36.80373477935791,220.0,1.0,0.4440298507462686,0.3888888888888889,wide
40.12018156051636,240.0,1.0,0.3843283582089552,0.4444444444444444,wide
43.45076942443848,260.0,1.0,0.6977611940298507,0.6666666666666666,wide
46.75989103317261,280.0,1.0,0.6529850746268657,0.7777777777777778,wide
50.07006525993347,300.0,1.0,0.1902985074626865,0.2777777777777778,wide
53.45727443695069,320.0,1.0,0.3917910447761194,0.5,wide
56.76184940338135,340.0,1.0,0.3656716417910448,0.6666666666666666,wide
60.06598901748657,360.0,1.0,0.0410447761194029,0.1111111111111111,wide
63.33565425872803,380.0,1.0,0.4962686567164179,0.5555555555555556,wide
66.70669102668762,400.0,1.0,0.7686567164179104,0.7222222222222222,wide
69.99611401557922,420.0,1.0,0.1380597014925373,0.1666666666666666,wide
73.34165549278259,440.0,1.0,0.5261194029850746,0.7222222222222222,wide
76.65415620803833,460.0,1.0,0.5746268656716418,0.6111111111111112,wide
79.88955330848694,480.0,1.0,0.7089552238805971,0.9444444444444444,wide
83.19869661331177,500.0,1.0,0.8955223880597015,0.9444444444444444,wide
86.62449645996094,520.0,1.0,0.9328358208955224,1.0,wide
89.92727899551392,540.0,1.0,0.8805970149253731,0.9444444444444444,wide
93.22812390327454,560.0,1.0,0.7910447761194029,0.8888888888888888,wide
96.6579487323761,580.0,1.0,0.8395522388059702,0.8888888888888888,wide
99.9986927509308,600.0,1.0,0.8843283582089553,1.0,wide
103.39993810653688,620.0,1.0,0.6865671641791045,0.5555555555555556,wide
106.6411428451538,640.0,1.0,0.7798507462686567,0.8333333333333334,wide
110.02769684791564,660.0,1.0,0.9067164179104478,1.0,wide
114.00785756111144,680.0,1.0,0.9440298507462688,1.0,wide
117.25455069541933,700.0,1.0,0.9402985074626866,1.0,wide
120.59627485275269,720.0,1.0,0.8768656716417911,0.9444444444444444,wide
123.89440703392027,740.0,1.0,0.4552238805970149,0.6111111111111112,wide
127.1832845211029,760.0,1.0,0.3843283582089552,0.2777777777777778,wide
130.52713799476624,780.0,1.0,0.8171641791044776,0.6666666666666666,wide
133.8249328136444,800.0,1.0,0.9365671641791044,0.9444444444444444,wide
137.14955019950867,820.0,1.0,0.9328358208955224,1.0,wide
140.5125811100006,840.0,1.0,0.9626865671641792,1.0,wide
143.81412768363953,860.0,1.0,0.9552238805970148,1.0,wide
147.14241313934326,880.0,1.0,0.9365671641791044,1.0,wide
150.51687598228455,900.0,1.0,0.9104477611940298,0.8333333333333334,wide
153.79130816459656,920.0,1.0,0.9477611940298508,1.0,wide
157.1021749973297,940.0,1.0,0.8955223880597015,0.9444444444444444,wide
160.40522074699402,960.0,1.0,0.6977611940298507,0.7222222222222222,wide
163.6993932723999,980.0,1.0,0.9477611940298508,1.0,wide
167.0068974494934,1000.0,1.0,0.9253731343283582,1.0,wide
170.33428072929382,1020.0,1.0,0.8171641791044776,0.8888888888888888,wide
173.62229943275452,1040.0,1.0,0.9776119402985076,1.0,wide
176.87000966072085,1060.0,1.0,0.9813432835820896,1.0,wide
180.16673254966736,1080.0,1.0,0.9738805970149254,1.0,wide
183.48350429534912,1100.0,1.0,0.9850746268656716,1.0,wide
186.78936958312988,1120.0,1.0,0.9850746268656716,1.0,wide
190.1052885055542,1140.0,1.0,0.9664179104477612,1.0,wide
193.4453237056732,1160.0,1.0,0.9850746268656716,1.0,wide
196.70590925216675,1180.0,1.0,0.9738805970149254,1.0,wide
200.546822309494,1200.0,1.0,0.9776119402985076,1.0,wide
203.8446521759033,1220.0,1.0,0.9888059701492538,1.0,wide
207.2065153121948,1240.0,1.0,0.9626865671641792,1.0,wide
210.493225812912,1260.0,1.0,0.9738805970149254,1.0,wide
213.8090205192566,1280.0,1.0,0.9664179104477612,1.0,wide
217.0484917163849,1300.0,1.0,0.9776119402985076,1.0,wide
220.40511345863345,1320.0,1.0,0.9701492537313432,1.0,wide
223.7106025218964,1340.0,1.0,0.9365671641791044,0.9444444444444444,wide
226.96039867401123,1360.0,1.0,0.9067164179104478,0.8333333333333334,wide
230.23968052864075,1380.0,1.0,0.9664179104477612,0.9444444444444444,wide
233.64436554908752,1400.0,1.0,0.9776119402985076,1.0,wide
236.89954113960263,1420.0,1.0,0.9365671641791044,0.9444444444444444,wide
240.17264986038208,1440.0,1.0,0.9552238805970148,0.9444444444444444,wide
243.45459389686584,1460.0,1.0,0.9925373134328358,1.0,wide
246.72101187705996,1480.0,1.0,0.9738805970149254,1.0,wide
249.9593780040741,1500.0,1.0,0.9888059701492538,1.0,wide
253.2601127624512,1520.0,1.0,0.9552238805970148,1.0,wide
256.57392621040344,1540.0,1.0,0.9813432835820896,1.0,wide
259.8289637565613,1560.0,1.0,0.996268656716418,1.0,wide
263.05076718330383,1580.0,1.0,0.9589552238805972,0.9444444444444444,wide
266.2780680656433,1600.0,1.0,0.9701492537313432,1.0,wide
269.611291885376,1620.0,1.0,0.9738805970149254,1.0,wide
272.8537850379944,1640.0,1.0,0.8694029850746269,1.0,wide
276.1617126464844,1660.0,1.0,0.9365671641791044,0.9444444444444444,wide
279.47625064849854,1680.0,1.0,0.9626865671641792,1.0,wide
282.7417662143707,1700.0,1.0,0.9776119402985076,1.0,wide
285.99283385276794,1720.0,1.0,0.9738805970149254,1.0,wide
289.2663457393646,1740.0,1.0,0.9552238805970148,0.9444444444444444,wide
292.1568846702576,1760.0,1.0,0.9813432835820896,1.0,wide
294.2166256904602,1780.0,1.0,0.9813432835820896,1.0,wide
296.13844776153564,1800.0,1.0,0.9850746268656716,1.0,wide
298.16839957237244,1820.0,1.0,0.9552238805970148,1.0,wide
300.14145398139954,1840.0,1.0,0.9776119402985076,1.0,wide
302.1493625640869,1860.0,1.0,0.9850746268656716,1.0,wide
304.08985781669617,1880.0,1.0,0.9589552238805972,1.0,wide
306.1336162090301,1900.0,1.0,0.9738805970149254,1.0,wide
308.092435836792,1920.0,1.0,0.9738805970149254,1.0,wide
310.1275622844696,1940.0,1.0,0.9776119402985076,1.0,wide
312.1326730251312,1960.0,1.0,0.9850746268656716,1.0,wide
314.12337279319763,1980.0,1.0,0.9776119402985076,1.0,wide
316.0938220024109,2000.0,1.0,0.9701492537313432,1.0,wide
3.032993793487549,20.0,2.0,0.0,0.0,wide
6.368510484695435,40.0,2.0,0.0932835820895522,0.2222222222222222,wide
9.635416984558104,60.0,2.0,0.0223880597014925,0.0555555555555555,wide
12.900012493133543,80.0,2.0,0.0634328358208955,0.0,wide
16.211912155151367,100.0,2.0,0.0111940298507462,0.0555555555555555,wide
19.538689851760864,120.0,2.0,0.1231343283582089,0.1666666666666666,wide
22.839733123779297,140.0,2.0,0.1231343283582089,0.0,wide
26.20467495918274,160.0,2.0,0.2014925373134328,0.0555555555555555,wide
29.51960587501526,180.0,2.0,0.2201492537313432,0.2777777777777778,wide
32.841652393341064,200.0,2.0,0.1119402985074626,0.0555555555555555,wide
36.19769549369812,220.0,2.0,0.1940298507462686,0.1111111111111111,wide
39.60036754608154,240.0,2.0,0.1082089552238805,0.1666666666666666,wide
42.8854775428772,260.0,2.0,0.0634328358208955,0.0555555555555555,wide
46.19906139373779,280.0,2.0,0.4104477611940298,0.4444444444444444,wide
49.51951336860657,300.0,2.0,0.1791044776119403,0.0555555555555555,wide
52.86291980743408,320.0,2.0,0.0485074626865671,0.0,wide
56.08465814590454,340.0,2.0,0.0783582089552238,0.1111111111111111,wide
59.34230756759644,360.0,2.0,0.1156716417910447,0.2222222222222222,wide
62.65533638000488,380.0,2.0,0.2238805970149253,0.3333333333333333,wide
65.9610447883606,400.0,2.0,0.2164179104477611,0.0555555555555555,wide
69.27312898635864,420.0,2.0,0.3619402985074627,0.4444444444444444,wide
72.59652781486511,440.0,2.0,0.6007462686567164,0.6666666666666666,wide
75.88005900382996,460.0,2.0,0.5410447761194029,0.8333333333333334,wide
79.16198992729187,480.0,2.0,0.7238805970149254,0.7777777777777778,wide
82.47630667686462,500.0,2.0,0.664179104477612,0.8333333333333334,wide
85.73479628562927,520.0,2.0,0.7388059701492538,0.8333333333333334,wide
89.07079935073853,540.0,2.0,0.4365671641791044,0.6666666666666666,wide
92.436621427536,560.0,2.0,0.376865671641791,0.4444444444444444,wide
95.71196389198305,580.0,2.0,0.7388059701492538,0.8888888888888888,wide
99.07161355018616,600.0,2.0,0.6044776119402985,0.8333333333333334,wide
102.40148401260376,620.0,2.0,0.667910447761194,0.8333333333333334,wide
105.73227977752686,640.0,2.0,0.6380597014925373,0.9444444444444444,wide
108.95959258079527,660.0,2.0,0.7126865671641791,0.8888888888888888,wide
112.22009325027466,680.0,2.0,0.6977611940298507,0.8333333333333334,wide
115.48438429832458,700.0,2.0,0.7835820895522388,0.9444444444444444,wide
118.8589642047882,720.0,2.0,0.7611940298507462,1.0,wide
122.20628476142883,740.0,2.0,0.6865671641791045,0.6666666666666666,wide
125.5284354686737,760.0,2.0,0.6828358208955224,1.0,wide
128.8309564590454,780.0,2.0,0.5634328358208955,0.6111111111111112,wide
132.15511226654053,800.0,2.0,0.5447761194029851,0.8888888888888888,wide
135.5423994064331,820.0,2.0,0.6567164179104478,0.8333333333333334,wide
138.78268241882324,840.0,2.0,0.7686567164179104,0.8888888888888888,wide
142.17668199539185,860.0,2.0,0.7350746268656716,1.0,wide
145.48553347587583,880.0,2.0,0.6231343283582089,0.7222222222222222,wide
148.75813245773315,900.0,2.0,0.7089552238805971,0.9444444444444444,wide
152.0964560508728,920.0,2.0,0.7611940298507462,1.0,wide
155.45957970619202,940.0,2.0,0.746268656716418,1.0,wide
158.76198601722717,960.0,2.0,0.7761194029850746,1.0,wide
162.21858549118042,980.0,2.0,0.746268656716418,0.8333333333333334,wide
165.5128288269043,1000.0,2.0,0.6343283582089553,0.6666666666666666,wide
168.80385613441467,1020.0,2.0,0.8208955223880597,0.9444444444444444,wide
172.11732578277588,1040.0,2.0,0.7947761194029851,0.9444444444444444,wide
175.47415781021118,1060.0,2.0,0.6194029850746269,0.8888888888888888,wide
178.83978056907654,1080.0,2.0,0.7910447761194029,0.9444444444444444,wide
182.09905099868772,1100.0,2.0,0.8395522388059702,1.0,wide
185.3848774433136,1120.0,2.0,0.8022388059701493,0.9444444444444444,wide
188.6349401473999,1140.0,2.0,0.8097014925373134,1.0,wide
191.9366819858551,1160.0,2.0,0.7985074626865671,1.0,wide
195.18927025794983,1180.0,2.0,0.8843283582089553,1.0,wide
198.46274781227112,1200.0,2.0,0.8432835820895522,1.0,wide
201.7859308719635,1220.0,2.0,0.8582089552238806,1.0,wide
205.15648412704468,1240.0,2.0,0.8731343283582089,1.0,wide
208.43833255767825,1260.0,2.0,0.8656716417910447,1.0,wide
211.6569948196411,1280.0,2.0,0.4552238805970149,0.6666666666666666,wide
215.50553798675537,1300.0,2.0,0.6791044776119403,0.8888888888888888,wide
218.81831455230716,1320.0,2.0,0.8283582089552238,0.9444444444444444,wide
222.16393971443176,1340.0,2.0,0.8507462686567164,1.0,wide
225.3880882263184,1360.0,2.0,0.8619402985074627,1.0,wide
228.6488058567047,1380.0,2.0,0.8731343283582089,1.0,wide
231.8634753227234,1400.0,2.0,0.8059701492537313,1.0,wide
235.1261956691742,1420.0,2.0,0.8097014925373134,1.0,wide
238.40510201454163,1440.0,2.0,0.8432835820895522,1.0,wide
241.60087299346924,1460.0,2.0,0.8656716417910447,1.0,wide
244.9296910762787,1480.0,2.0,0.8507462686567164,1.0,wide
248.88364386558533,1500.0,2.0,0.8619402985074627,1.0,wide
252.1781594753265,1520.0,2.0,0.8507462686567164,1.0,wide
255.44672083854675,1540.0,2.0,0.8955223880597015,1.0,wide
258.69755125045776,1560.0,2.0,0.8694029850746269,1.0,wide
261.935072183609,1580.0,2.0,0.8694029850746269,1.0,wide
265.2437934875488,1600.0,2.0,0.8768656716417911,1.0,wide
268.551344871521,1620.0,2.0,0.7014925373134329,0.9444444444444444,wide
271.8832533359528,1640.0,2.0,0.8059701492537313,0.9444444444444444,wide
275.15712785720825,1660.0,2.0,0.8582089552238806,1.0,wide
278.45365047454834,1680.0,2.0,0.835820895522388,1.0,wide
281.7794032096863,1700.0,2.0,0.8619402985074627,1.0,wide
285.1382210254669,1720.0,2.0,0.8656716417910447,1.0,wide
288.43900418281555,1740.0,2.0,0.8283582089552238,1.0,wide
291.6908104419708,1760.0,2.0,0.8656716417910447,1.0,wide
294.7464575767517,1780.0,2.0,0.8619402985074627,1.0,wide
296.7451317310333,1800.0,2.0,0.8992537313432836,1.0,wide
298.77055978775024,1820.0,2.0,0.8805970149253731,1.0,wide
300.75343227386475,1840.0,2.0,0.8768656716417911,1.0,wide
302.7394108772278,1860.0,2.0,0.8992537313432836,1.0,wide
304.6898891925812,1880.0,2.0,0.9029850746268656,1.0,wide
306.7165641784668,1900.0,2.0,0.8955223880597015,1.0,wide
308.68746995925903,1920.0,2.0,0.8992537313432836,1.0,wide
310.64831948280334,1940.0,2.0,0.8843283582089553,1.0,wide
312.5342972278595,1960.0,2.0,0.8731343283582089,1.0,wide
314.49920988082886,1980.0,2.0,0.8955223880597015,1.0,wide
316.58861541748047,2000.0,2.0,0.8619402985074627,1.0,wide
3.1121861934661865,20.0,3.0,0.0,0.0,wide
6.393291234970093,40.0,3.0,0.0,0.0,wide
9.645479679107666,60.0,3.0,0.0671641791044776,0.0,wide
13.128194332122805,80.0,3.0,0.1455223880597015,0.1666666666666666,wide
16.40856099128723,100.0,3.0,0.1044776119402985,0.0555555555555555,wide
19.73743963241577,120.0,3.0,0.3619402985074627,0.3888888888888889,wide
23.008313179016117,140.0,3.0,0.1902985074626865,0.1111111111111111,wide
26.29761648178101,160.0,3.0,0.0298507462686567,0.0,wide
29.573403358459476,180.0,3.0,0.0932835820895522,0.0,wide
32.82156276702881,200.0,3.0,0.2238805970149253,0.2222222222222222,wide
36.10899186134338,220.0,3.0,0.5186567164179104,0.7222222222222222,wide
39.34626173973084,240.0,3.0,0.6156716417910447,0.8333333333333334,wide
42.682130098342896,260.0,3.0,0.1194029850746268,0.0,wide
45.99405288696289,280.0,3.0,0.3283582089552239,0.2777777777777778,wide
49.26632523536682,300.0,3.0,0.5111940298507462,0.7222222222222222,wide
52.54987692832947,320.0,3.0,0.5895522388059702,0.6111111111111112,wide
55.852484703063965,340.0,3.0,0.3358208955223881,0.3333333333333333,wide
59.13973903656006,360.0,3.0,0.1791044776119403,0.1111111111111111,wide
62.55585265159607,380.0,3.0,0.2201492537313432,0.1111111111111111,wide
65.85121202468872,400.0,3.0,0.5074626865671642,0.4444444444444444,wide
69.14370560646057,420.0,3.0,0.2425373134328358,0.3888888888888889,wide
72.45699286460876,440.0,3.0,0.5335820895522388,0.7222222222222222,wide
75.7386965751648,460.0,3.0,0.5485074626865671,0.6666666666666666,wide
79.05676364898682,480.0,3.0,0.6940298507462687,0.7777777777777778,wide
82.27150201797485,500.0,3.0,0.7574626865671642,0.8888888888888888,wide
85.6088011264801,520.0,3.0,0.7276119402985075,1.0,wide
89.49213433265686,540.0,3.0,0.7873134328358209,0.9444444444444444,wide
92.78745698928832,560.0,3.0,0.5970149253731343,0.5,wide
96.15266823768616,580.0,3.0,0.7238805970149254,0.8888888888888888,wide
99.89876580238342,600.0,3.0,0.7089552238805971,1.0,wide
103.21117568016052,620.0,3.0,0.6156716417910447,0.8333333333333334,wide
106.51167154312134,640.0,3.0,0.5074626865671642,0.6111111111111112,wide
109.87553596496582,660.0,3.0,0.6231343283582089,0.8888888888888888,wide
113.1284453868866,680.0,3.0,0.6865671641791045,0.8888888888888888,wide
116.53520774841309,700.0,3.0,0.5895522388059702,0.8888888888888888,wide
119.84316515922546,720.0,3.0,0.7611940298507462,1.0,wide
123.14182424545288,740.0,3.0,0.7761194029850746,1.0,wide
126.41406512260436,760.0,3.0,0.8097014925373134,1.0,wide
129.75430154800415,780.0,3.0,0.7723880597014925,1.0,wide
133.04128980636597,800.0,3.0,0.753731343283582,1.0,wide
136.3400492668152,820.0,3.0,0.746268656716418,1.0,wide
139.6246817111969,840.0,3.0,0.7910447761194029,1.0,wide
142.93213057518005,860.0,3.0,0.5111940298507462,0.7222222222222222,wide
146.26337385177612,880.0,3.0,0.3395522388059701,0.5,wide
149.99610781669617,900.0,3.0,0.6119402985074627,0.6666666666666666,wide
153.28615856170654,920.0,3.0,0.7164179104477612,0.9444444444444444,wide
156.5521686077118,940.0,3.0,0.7089552238805971,1.0,wide
160.01637649536133,960.0,3.0,0.7313432835820896,0.8333333333333334,wide
163.2608242034912,980.0,3.0,0.667910447761194,0.9444444444444444,wide
166.57456851005554,1000.0,3.0,0.6119402985074627,0.9444444444444444,wide
169.87586522102356,1020.0,3.0,0.7238805970149254,0.9444444444444444,wide
173.13149166107178,1040.0,3.0,0.6902985074626866,1.0,wide
176.42532086372375,1060.0,3.0,0.6902985074626866,1.0,wide
179.6876711845398,1080.0,3.0,0.2723880597014925,0.2777777777777778,wide
182.99820494651797,1100.0,3.0,0.3358208955223881,0.6111111111111112,wide
186.3292419910431,1120.0,3.0,0.4253731343283582,0.6666666666666666,wide
190.2599549293518,1140.0,3.0,0.6194029850746269,0.8888888888888888,wide
193.53731322288516,1160.0,3.0,0.6902985074626866,0.8888888888888888,wide
196.8362419605255,1180.0,3.0,0.7574626865671642,0.9444444444444444,wide
200.12420415878296,1200.0,3.0,0.6940298507462687,1.0,wide
203.42289900779724,1220.0,3.0,0.7164179104477612,1.0,wide
206.7331337928772,1240.0,3.0,0.6716417910447762,0.9444444444444444,wide
210.13680481910703,1260.0,3.0,0.7425373134328358,1.0,wide
213.37811827659607,1280.0,3.0,0.7276119402985075,1.0,wide
216.68960738182068,1300.0,3.0,0.6194029850746269,0.9444444444444444,wide
219.90731739997864,1320.0,3.0,0.6716417910447762,0.9444444444444444,wide
223.14364075660703,1340.0,3.0,0.664179104477612,1.0,wide
226.46011900901797,1360.0,3.0,0.6977611940298507,1.0,wide
229.76604342460632,1380.0,3.0,0.7313432835820896,0.9444444444444444,wide
233.0308740139008,1400.0,3.0,0.6044776119402985,0.9444444444444444,wide
236.86993932724,1420.0,3.0,0.6791044776119403,1.0,wide
240.21315503120425,1440.0,3.0,0.6716417910447762,1.0,wide
243.47199010849,1460.0,3.0,0.7276119402985075,1.0,wide
246.75886726379397,1480.0,3.0,0.7201492537313433,1.0,wide
249.99855613708496,1500.0,3.0,0.753731343283582,1.0,wide
253.28017210960388,1520.0,3.0,0.7425373134328358,1.0,wide
256.51221776008606,1540.0,3.0,0.7164179104477612,1.0,wide
259.8154408931732,1560.0,3.0,0.7611940298507462,1.0,wide
263.13303565979004,1580.0,3.0,0.7014925373134329,1.0,wide
266.4044761657715,1600.0,3.0,0.6977611940298507,1.0,wide
269.6949408054352,1620.0,3.0,0.7761194029850746,1.0,wide
272.9330585002899,1640.0,3.0,0.6828358208955224,1.0,wide
276.1639688014984,1660.0,3.0,0.753731343283582,1.0,wide
279.38215351104736,1680.0,3.0,0.6791044776119403,1.0,wide
